# time all uniq bad data cbctl flowsub flowbcn flowack
0.000000 0 0 0 0 0 0 0 0
30.000000 0 0 0 0 0 0 0 0
60.000000 0 0 0 0 0 0 0 0
90.000000 0 0 0 0 0 0 0 0
120.000000 0 0 0 0 0 0 0 0
150.000000 0 0 0 0 0 0 0 0
180.000000 0 0 0 0 0 0 0 0
210.000000 0 0 0 0 0 0 0 0
240.000000 0 0 0 0 0 0 0 0
270.000000 0 0 0 0 0 0 0 0
300.000000 0 0 0 0 0 0 0 0
330.000000 0 0 0 0 0 0 0 0
360.000000 0 0 0 0 0 0 0 0
390.000000 0 0 0 0 0 0 0 0
420.000000 0 0 0 0 0 0 0 0
450.000000 0 0 0 0 0 0 0 0
480.000000 0 0 0 0 0 0 0 0
510.000000 0 0 0 0 0 0 0 0
540.000000 0 0 0 0 0 0 0 0
570.000000 0 0 0 0 0 0 0 0
600.000000 0 0 0 0 0 0 0 0
630.000000 0 0 0 0 0 0 0 0
660.000000 0 0 0 0 0 0 0 0
690.000000 0 0 0 0 0 0 0 0
720.000000 0 0 0 0 0 0 0 0
750.000000 0 0 0 0 0 0 0 0
780.000000 0 0 0 0 0 0 0 0
810.000000 0 0 0 0 0 0 0 0
840.000000 0 0 0 0 0 0 0 0
870.000000 0 0 0 0 0 0 0 0
900.000000 0 0 0 0 0 0 0 0
930.000000 0 0 0 0 0 0 0 0
960.000000 0 0 0 0 0 0 0 0
990.000000 0 0 0 0 0 0 0 0
1020.000000 0 0 0 0 0 0 0 0
1050.000000 0 0 0 0 0 0 0 0
1080.000000 0 0 0 0 0 0 0 0
1110.000000 0 0 0 0 0 0 0 0
1140.000000 0 0 0 0 0 0 0 0
1170.000000 0 0 0 0 0 0 0 0
1200.000000 0 0 0 0 0 0 0 0
1230.000000 0 0 0 0 0 0 0 0
1260.000000 0 0 0 0 0 0 0 0
1290.000000 0 0 0 0 0 0 0 0
1320.000000 0 0 0 0 0 0 0 0
1350.000000 0 0 0 0 0 0 0 0
1380.000000 0 0 0 0 0 0 0 0
1410.000000 0 0 0 0 0 0 0 0
1440.000000 0 0 0 0 0 0 0 0
1470.000000 0 0 0 0 0 0 0 0
1500.000000 0 0 0 0 0 0 0 0
1530.000000 0 0 0 0 0 0 0 0
1560.000000 0 0 0 0 0 0 0 0
1590.000000 0 0 0 0 0 0 0 0
1620.000000 0 0 0 0 0 0 0 0
1650.000000 0 0 0 0 0 0 0 0
1680.000000 0 0 0 0 0 0 0 0
1710.000000 0 0 0 0 0 0 0 0
1740.000000 0 0 0 0 0 0 0 0
1770.000000 0 0 0 0 0 0 0 0
1800.000000 0 0 0 0 0 0 0 0
1830.000000 0 0 0 0 0 0 0 0
1860.000000 0 0 0 0 0 0 0 0
1890.000000 0 0 0 0 0 0 0 0
1920.000000 0 0 0 0 0 0 0 0
1950.000000 0 0 0 0 0 0 0 0
1980.000000 0 0 0 0 0 0 0 0
2010.000000 0 0 0 0 0 0 0 0
2040.000000 0 0 0 0 0 0 0 0
2070.000000 0 0 0 0 0 0 0 0
2100.000000 0 0 0 0 0 0 0 0
2130.000000 0 0 0 0 0 0 0 0
2160.000000 0 0 0 0 0 0 0 0
2190.000000 0 0 0 0 0 0 0 0
2220.000000 0 0 0 0 0 0 0 0
2250.000000 0 0 0 0 0 0 0 0
2280.000000 0 0 0 0 0 0 0 0
2310.000000 0 0 0 0 0 0 0 0
2340.000000 0 0 0 0 0 0 0 0
2370.000000 0 0 0 0 0 0 0 0
2400.000000 0 0 0 0 0 0 0 0
2430.000000 0 0 0 0 0 0 0 0
2460.000000 0 0 0 0 0 0 0 0
2490.000000 0 0 0 0 0 0 0 0
2520.000000 0 0 0 0 0 0 0 0
2550.000000 0 0 0 0 0 0 0 0
2580.000000 0 0 0 0 0 0 0 0
2610.000000 0 0 0 0 0 0 0 0
2640.000000 0 0 0 0 0 0 0 0
