# time all uniq bad data cbctl flowsub flowbcn flowack
3780.000000 0 0 0 0 0 0 0 0
3840.000000 0 0 0 0 0 0 0 0
3900.000000 0 0 0 0 0 0 0 0
3960.000000 0 0 0 0 0 0 0 0
4020.000000 0 0 0 0 0 0 0 0
4080.000000 0 0 0 0 0 0 0 0
4140.000000 0 0 0 0 0 0 0 0
4200.000000 0 0 0 0 0 0 0 0
4260.000000 0 0 0 0 0 0 0 0
4320.000000 0 0 0 0 0 0 0 0
4380.000000 0 0 0 0 0 0 0 0
4440.000000 0 0 0 0 0 0 0 0
4500.000000 0 0 0 0 0 0 0 0
4560.000000 0 0 0 0 0 0 0 0
4620.000000 0 0 0 0 0 0 0 0
4680.000000 0 0 0 0 0 0 0 0
4740.000000 0 0 0 0 0 0 0 0
4800.000000 0 0 0 0 0 0 0 0
4860.000000 0 0 0 0 0 0 0 0
4920.000000 0 0 0 0 0 0 0 0
4980.000000 0 0 0 0 0 0 0 0
5040.000000 0 0 0 0 0 0 0 0
5100.000000 0 0 0 0 0 0 0 0
5160.000000 0 0 0 0 0 0 0 0
5220.000000 0 0 0 0 0 0 0 0
5280.000000 0 0 0 0 0 0 0 0
5340.000000 0 0 0 0 0 0 0 0
5400.000000 0 0 0 0 0 0 0 0
5460.000000 0 0 0 0 0 0 0 0
5520.000000 0 0 0 0 0 0 0 0
5580.000000 0 0 0 0 0 0 0 0
5640.000000 0 0 0 0 0 0 0 0
5700.000000 0 0 0 0 0 0 0 0
5760.000000 0 0 0 0 0 0 0 0
5820.000000 0 0 0 0 0 0 0 0
5880.000000 0 0 0 0 0 0 0 0
5940.000000 0 0 0 0 0 0 0 0
6000.000000 0 0 0 0 0 0 0 0
6060.000000 0 0 0 0 0 0 0 0
6120.000000 0 0 0 0 0 0 0 0
6180.000000 0 0 0 0 0 0 0 0
6240.000000 0 0 0 0 0 0 0 0
6300.000000 0 0 0 0 0 0 0 0
6360.000000 0 0 0 0 0 0 0 0
6420.000000 0 0 0 0 0 0 0 0
6480.000000 0 0 0 0 0 0 0 0
6540.000000 0 0 0 0 0 0 0 0
6600.000000 0 0 0 0 0 0 0 0
6660.000000 0 0 0 0 0 0 0 0
6720.000000 0 0 0 0 0 0 0 0
6780.000000 0 0 0 0 0 0 0 0
6840.000000 0 0 0 0 0 0 0 0
6900.000000 0 0 0 0 0 0 0 0
6960.000000 0 0 0 0 0 0 0 0
7020.000000 0 0 0 0 0 0 0 0
7080.000000 0 0 0 0 0 0 0 0
7140.000000 80 0 0 0 44 0 35 0
7200.000000 1333 3 0 0 1126 18 188 0
7260.000000 1244 3 0 0 1030 18 194 0
7320.000000 1276 3 0 0 1062 26 187 0
7380.000000 1246 3 0 0 1030 22 194 0
7440.000000 1330 3 0 0 1094 26 210 0
7500.000000 1369 3 0 0 1132 26 210 0
7560.000000 1311 3 0 0 1094 26 190 0
7620.000000 1170 3 0 0 947 22 201 0
7680.000000 1223 3 0 0 992 18 212 0
7740.000000 1304 3 0 0 1094 11 199 0
7800.000000 1327 3 0 0 1113 18 194 0
7860.000000 1200 3 0 0 972 24 203 0
7920.000000 1268 3 0 0 1049 5 212 0
7980.000000 1212 3 0 0 998 20 193 0
8040.000000 1330 3 0 0 1120 24 186 0
8100.000000 3992 9 0 992 2764 26 209 0
8160.000000 9904 20 2 4339 5267 28 268 0
8220.000000 20173 40 4 9740 10092 42 292 0
8280.000000 18906 43 8 4947 13574 16 360 0
8340.000000 17712 39 1 6796 10496 22 395 0
8400.000000 10032 25 0 550 9113 20 347 0
8460.000000 12625 32 4 1683 10540 42 354 0
8520.000000 17472 43 3 6489 10668 29 281 0
8580.000000 15645 40 3 4499 10771 31 340 0
8640.000000 18520 41 2 3532 14636 9 339 0
8700.000000 17093 42 4 4832 11878 33 345 0
8760.000000 17653 43 7 5132 12166 46 300 0
8820.000000 18840 45 6 5619 12819 61 334 0
8880.000000 19705 43 6 4339 14956 63 339 0
8940.000000 18864 41 6 7379 11104 72 302 0
9000.000000 13562 35 4 3865 9292 78 321 0
9060.000000 18761 43 5 5721 12672 69 293 0
9120.000000 15892 36 3 3955 11552 72 308 0
9180.000000 16963 33 3 4345 12243 74 296 0
9240.000000 12702 30 2 2528 9830 70 271 0
9300.000000 19398 42 8 6246 12780 78 285 0
9360.000000 19782 47 97 7805 10649 84 306 0
9420.000000 19562 46 45 7398 10022 61 341 0
9480.000000 22503 48 38 5395 14592 41 454 0
9540.000000 33172 53 9279 9075 13452 39 374 0
9600.000000 32085 45 19104 166 11436 13 333 0
9660.000000 35201 44 25521 0 8704 1 314 0
9720.000000 32378 39 27978 0 3910 22 358 0
9780.000000 33543 44 27123 1049 4915 20 287 0
9840.000000 34639 47 27233 2182 4761 28 332 0
9900.000000 35587 48 27922 2515 4608 13 407 0
9960.000000 36426 50 28811 2329 4774 44 351 0
10020.000000 37782 53 27398 3187 6675 24 350 0
10080.000000 33768 42 27672 1689 3974 20 302 0
10140.000000 34369 47 26446 3788 3571 24 384 0
10200.000000 33599 47 24080 4323 4262 42 339 0
10260.000000 33215 43 16429 4416 6572 39 392 0
10320.000000 34136 43 22685 2668 4774 29 329 0
10380.000000 30448 41 15609 4307 6406 28 448 0
10440.000000 29255 41 18158 3993 5414 57 395 0
10500.000000 30671 42 22193 3296 4294 20 310 0
10560.000000 33275 43 27101 1683 4089 13 253 0
10620.000000 33761 42 27624 1414 4185 18 345 0
10680.000000 28323 39 17546 2848 7315 50 352 0
10740.000000 29394 42 20006 3846 5030 37 327 0
10800.000000 24446 32 21007 134 2777 11 247 0
10860.000000 14610 15 13010 0 1049 13 165 0
10920.000000 15569 15 13796 0 1158 9 176 0
10980.000000 14400 14 12489 0 1286 13 157 0
11040.000000 15777 14 13874 0 1331 9 178 0
11100.000000 15525 14 13863 0 1196 9 186 0
11160.000000 16391 20 13673 0 2054 9 212 0
11220.000000 29343 32 25711 0 3091 7 347 0
11280.000000 28376 26 25936 0 2035 7 257 0
11340.000000 17306 13 16440 0 499 13 218 0
11400.000000 16044 12 15153 0 563 9 184 0
11460.000000 16599 13 15510 0 678 13 218 0
11520.000000 17646 13 16472 0 704 13 214 0
11580.000000 16877 13 15881 0 576 14 219 0
11640.000000 16090 12 15205 0 486 14 198 0
11700.000000 22599 15 21540 0 627 9 191 0
11760.000000 17089 13 16028 0 652 14 213 0
11820.000000 16857 13 15885 0 620 9 201 0
11880.000000 16141 12 15166 0 563 11 221 0
11940.000000 17435 13 16488 0 588 7 209 0
12000.000000 15872 12 15022 0 556 13 145 0
12060.000000 16658 13 15678 0 595 14 177 0
12120.000000 14028 11 12876 0 755 13 166 0
12180.000000 5726 5 5478 0 172 11 56 0
12240.000000 4083 6 3899 0 89 7 61 0
12300.000000 3318 4 3119 0 108 7 50 0
12360.000000 3622 5 3408 0 134 7 46 0
12420.000000 7375 6 7196 0 102 7 50 0
12480.000000 4026 4 3882 0 83 7 41 0
12540.000000 8050 5 7834 0 108 9 65 0
12600.000000 7571 6 7300 0 166 7 71 0
12660.000000 4985 5 4763 0 134 7 79 0
12720.000000 1232 1 1152 0 32 3 44 0
12780.000000 1139 1 1056 0 44 5 32 0
12840.000000 1589 1 1510 0 51 1 26 0
